party_id,party_title,party_first_name,party_last_name,contact_address,contact_email_address,contact_telephone_no,contact_mobile_no,offer_name,business_purpose,state,treatment_name,channel_name,decision_datetime,incontrolgroup
124039,Ms,Laveta,Grace,"14 WARWICK ROAD, READING, RG2 7AX",Laveta.Grace@test.adqura.com,00000457372,10000346261,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_Email,Email,20190410T131550.370 GMT,N
124040,Ms,Erinn,Jewell,"97 Woking Road, GUILDFORD, GU1 1QL",Erinn.Jewell@test.adqura.com,00000457373,10000346262,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_Email,Email,20190410T131544.263 GMT,N
124041,Ms,Hedwig,Comstock,"315 LIVERPOOL ROAD, HAYDOCK, ST. HELENS, WA11 0UN",Hedwig.Comstock@test.adqura.com,00000457374,10000346263,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_Email,Email,20190410T131544.624 GMT,N
124042,Ms,Adelle,Jeffries,"HAWTHORN ROAD, 27 Hawthorn Road, ELGIN, IV30 1PG",Adelle.Jeffries@test.adqura.com,00000457375,10000346264,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_Email,Email,20190410T131600.532 GMT,N
124043,Ms,Libby,Carswell,"FLAT 6, SPA COURT, WELL CLOSE, LONDON, SW16 2AH",Libby.Carswell@test.adqura.com,00000457376,10000346265,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_Email,Email,20190410T131549.784 GMT,Y
124044,Ms,Eulalia,Carrier,"25 KIRBY CLOSE, BILSTON, WV14 8PP",Eulalia.Carrier@test.adqura.com,00000457377,10000346266,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131557.708 GMT,N
124044,Ms,Eulalia,Carrier,"25 KIRBY CLOSE, BILSTON, WV14 8PP",Eulalia.Carrier@test.adqura.com,00000457377,10000346266,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131557.708 GMT,Y
124045,Ms,Leandra,Curtin,"2 Dragons Way, BARNET, EN5 2FL",Leandra.Curtin@test.adqura.com,00000457378,10000346267,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131549.918 GMT,N
124045,Ms,Leandra,Curtin,"2 Dragons Way, BARNET, EN5 2FL",Leandra.Curtin@test.adqura.com,00000457378,10000346267,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131549.918 GMT,N
124046,Ms,Eliza,Dickens,"18 Spenlove Close, ABINGDON, OX14 1YE",Eliza.Dickens@test.adqura.com,00000457379,10000346268,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131549.040 GMT,N
124046,Ms,Eliza,Dickens,"18 Spenlove Close, ABINGDON, OX14 1YE",Eliza.Dickens@test.adqura.com,00000457379,10000346268,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131549.040 GMT,N
124047,Ms,Elease,Lash,"77 EVESHAM ROAD, MIDDLETON, MANCHESTER, M24 1QL",Elease.Lash@test.adqura.com,00000457380,10000346269,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131556.360 GMT,N
124047,Ms,Elease,Lash,"77 EVESHAM ROAD, MIDDLETON, MANCHESTER, M24 1QL",Elease.Lash@test.adqura.com,00000457380,10000346269,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131556.360 GMT,N
124048,Ms,Angelique,Leclair,"40 CHALTON HEIGHTS, CHALTON, LUTON, LU4 9UF",Angelique.Leclair@test.adqura.com,00000457381,10000346270,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131544.019 GMT,N
124048,Ms,Angelique,Leclair,"40 CHALTON HEIGHTS, CHALTON, LUTON, LU4 9UF",Angelique.Leclair@test.adqura.com,00000457381,10000346270,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131544.019 GMT,N
124049,Ms,Eula,Groves,"COMBE HAY, 116 SIDFORD ROAD, SIDMOUTH, EX10 9PA",Eula.Groves@test.adqura.com,00000457382,10000346271,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131542.144 GMT,N
124049,Ms,Eula,Groves,"COMBE HAY, 116 SIDFORD ROAD, SIDMOUTH, EX10 9PA",Eula.Groves@test.adqura.com,00000457382,10000346271,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131542.144 GMT,N
124050,Ms,Brynn,Gandy,"105, 105 Llys Onnen, LLANDUDNO JUNCTION, LL31 9FD",Brynn.Gandy@test.adqura.com,00000457383,10000346272,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T131549.272 GMT,N
124050,Ms,Brynn,Gandy,"105, 105 Llys Onnen, LLANDUDNO JUNCTION, LL31 9FD",Brynn.Gandy@test.adqura.com,00000457383,10000346272,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190410T131549.272 GMT,N
124051,Ms,Hallie,Costa,"43 WARNE AVENUE, DROYLSDEN, MANCHESTER, M43 7JR",Hallie.Costa@test.adqura.com,00000457384,10000346273,RoamingBillsExplained,Service,Renew,RoamingBillsExplained_SMS,SMS,20190410T131546.849 GMT,N
