party_id,party_title,party_first_name,party_last_name,contact_address,contact_email_address,contact_telephone_no,contact_mobile_no,offer_name,business_purpose,state,treatment_name,channel_name,decision_datetime,incontrolgroup
123458,Mr,Abdul,Cable,"8 Fern Drive, Portlethen, ABERDEEN, AB12 4TB",kagan.kaya@adqura.com,00000456791,10000345680,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113017.887 GMT,N
123462,Mr,Abram,Cady,"CRAIGENDARR, 16 St. Ronans Circle, PETERCULTER, AB14 0NE",Abram.Cady@test.adqura.com,00000456795,10000345684,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113027.997 GMT,N
123464,Mr,Adam,Cahill,"18 LEE CRESCENT, BRIDGE OF DON, ABERDEEN, AB22 8FJ",Adam.Cahill@test.adqura.com,00000456797,10000345686,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113014.039 GMT,N
123480,Mr,Alex,Cambell,"TURNAVEEN, MINTYS LANE, TURRIFF, AB53 4SQ",Alex.Cambell@test.adqura.com,00000456813,10000345702,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113024.704 GMT,N
123482,Mr,Alexis,Camp,"108 FOREST PARK, STONEHAVEN, AB39 2FF",Alexis.Camp@test.adqura.com,00000456815,10000345704,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113032.503 GMT,N
123484,Mr,Alfonzo,Campos,"19 AUGUSTUS ROAD, BIRMINGHAM, B15 3PD",Alfonzo.Campos@test.adqura.com,00000456817,10000345706,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113014.231 GMT,N
123484,Mr,Alfonzo,Campos,"19 AUGUSTUS ROAD, BIRMINGHAM, B15 3PD",Alfonzo.Campos@test.adqura.com,00000456817,10000345706,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T113014.231 GMT,N
123491,Mr,Alonzo,Cano,"42 PARKSIDE, WELWYN, AL6 9DQ",Alonzo.Cano@test.adqura.com,00000456824,10000345713,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113029.064 GMT,N
123491,Mr,Alonzo,Cano,"42 PARKSIDE, WELWYN, AL6 9DQ",Alonzo.Cano@test.adqura.com,00000456824,10000345713,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T113029.064 GMT,N
124030,Ms,Augusta,Lear,"5 Linnet Road, GREENOCK, PA16 7DJ",Augusta.Lear@test.adqura.com,00000457363,10000346252,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113022.526 GMT,N
124030,Ms,Augusta,Lear,"5 Linnet Road, GREENOCK, PA16 7DJ",Augusta.Lear@test.adqura.com,00000457363,10000346252,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_Email,Email,20190410T113022.526 GMT,N
124031,Ms,Brande,Jefferies,"19 BANKTON PARK, KINGSKETTLE, CUPAR, KY15 7PY",Brande.Jefferies@test.adqura.com,00000457364,10000346253,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_DirectMail,DirectMail,20190410T113022.111 GMT,N
