party_id,party_title,party_first_name,party_last_name,contact_address,contact_email_address,contact_telephone_no,contact_mobile_no,offer_name,business_purpose,state,treatment_name,channel_name,decision_datetime,incontrolgroup
124282,Ms,Buffy,Jefferson,"140 Sunnedon, BASILDON, SS16 4EN",Buffy.Jefferson@test.adqura.com,00000457615,10000346504,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101927.847 GMT,N
124284,Ms,Amada,Danielson,"225 GOSPEL LANE, BIRMINGHAM, B27 7AU",Amada.Danielson@test.adqura.com,00000457617,10000346506,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101938.163 GMT,N
124286,Ms,Antonette,Grace,"32 OATS ROYD MILL, DEAN HOUSE LANE, LUDDENDEN, HALIFAX, HX2 6RL",Antonette.Grace@test.adqura.com,00000457619,10000346508,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101945.904 GMT,N
124287,Ms,Heike,Leger,"133 Meadowburn, Bishopbriggs, GLASGOW, G64 3LU",Heike.Leger@test.adqura.com,00000457620,10000346509,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101948.523 GMT,N
124289,Ms,Holley,Dolan,"4 Glebe Close, Dalston, CARLISLE, CA5 7JE",Holley.Dolan@test.adqura.com,00000457622,10000346511,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101949.759 GMT,N
124290,Ms,Adah,Groves,"53 Hundred Acres Lane, AMERSHAM, HP7 9EA",Adah.Groves@test.adqura.com,00000457623,10000346512,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101941.291 GMT,N
124291,Ms,Lacy,Galvez,"29 JUBILEE AVENUE, BOSTON, PE21 9LE",Lacy.Galvez@test.adqura.com,00000457624,10000346513,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101946.457 GMT,N
124292,Ms,Ariane,Dumas,"64 Simpkin Street, Abram, WIGAN, WN2 5PT",Ariane.Dumas@test.adqura.com,00000457625,10000346514,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101946.090 GMT,N
124293,Ms,Lashunda,Crutchfield,"25 Duke Terrace, AYR, KA8 8JA",Lashunda.Crutchfield@test.adqura.com,00000457626,10000346515,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101942.961 GMT,N
124294,Ms,Laurinda,Landry,"21 Ashdean, Denecroft, CINDERFORD, GL14 2LL",Laurinda.Landry@test.adqura.com,00000457627,10000346516,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101928.888 GMT,N
124296,Ms,Lashunda,Curley,"01-Feb, 8 BRUCEFIELD PLACE, GLASGOW, G34 0DX",Lashunda.Curley@test.adqura.com,00000457629,10000346518,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101949.658 GMT,N
124297,Ms,Ashanti,Christie,"125 Lingmoor Rise, KENDAL, LA9 7PL",Ashanti.Christie@test.adqura.com,00000457630,10000346519,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101938.318 GMT,N
124298,Ms,Annett,Chaffin,"34 Stanley Road, HINCKLEY, LE10 0HS",Annett.Chaffin@test.adqura.com,00000457631,10000346520,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101945.205 GMT,N
124299,Ms,Evelina,Gamboa,"24 Harbour Way, FOLKESTONE, CT20 1NF",Evelina.Gamboa@test.adqura.com,00000457632,10000346521,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101946.155 GMT,N
124300,Ms,Becki,Cloutier,"60 GLENGARNOCK AVENUE, LONDON, E14 3BP",Becki.Cloutier@test.adqura.com,00000457633,10000346522,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101941.001 GMT,N
124301,Ms,Elaine,Cantwell,"EAST MARCH, OLD DRONLEY ROAD, BACKMUIR OF LIFF, DUNDEE, DD2 5QT",Elaine.Cantwell@test.adqura.com,00000457634,10000346523,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101937.920 GMT,N
124302,Ms,Enid,Cohen,"104 BIRCHWOOD LANE, SOMERCOTES, ALFRETON, DE55 4ND",Enid.Cohen@test.adqura.com,00000457635,10000346524,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101936.659 GMT,Y
124305,Ms,Hannah,Davila,"8 LAKESIDE GRANGE, WEYBRIDGE, KT13 9ZE",Hannah.Davila@test.adqura.com,00000457638,10000346527,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101946.241 GMT,N
124306,Ms,Alicia,Galarza,"3 Farm Lane, Sholden, DEAL, CT14 0PW",Alicia.Galarza@test.adqura.com,00000457639,10000346528,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101941.207 GMT,N
124307,Ms,Laurine,Dolan,"46 CLARENDON STREET, PORTSMOUTH, PO1 4JA",Laurine.Dolan@test.adqura.com,00000457640,10000346529,FreeMovieVoucher,Loyalty,Renew,FreeMovieVoucher_SMS,SMS,20190404T101931.541 GMT,N
